,price($),age_of_car,model,Transmission,Mileage(miles),Exterior_Color,Interior_Color,Gas_mileage_comb(MPG),Engine,Drivetrain,Fuel_type,No._of_features,description_len,Exterior_color_imputed
603,30995,1,Acura,Automatic,3859,Blue,Red,27,I4,Front-Wheel Drive,Gasoline,8,5420,0
604,17297,1,Ford,Automatic,24347,Black,Black,25,I4,All-Wheel Drive,Gasoline,1,379,0
605,33196,3,Mercedes-Benz,Automatic,34080,White,Black,25,I4,Rear-Wheel Drive,Gasoline,19,2408,0
606,31990,3,Jeep,Automatic,48241,White,Black,17,V6,Four-Wheel Drive,Gasoline,2,3748,0
607,16569,2,Nissan,Automatic,47697,Red,Black,29,I4,Front-Wheel Drive,Gasoline,6,3360,0
608,16443,3,Hyundai,Automatic,26839,Silver,Black,52,I4,Front-Wheel Drive,Gasoline,3,572,0
609,33930,1,GMC,Automatic,36787,White,Black,21,V6,Four-Wheel Drive,Gasoline,10,2774,0
610,12999,11,Ford,Automatic,190697,Gray,Black,16,V8,Front-Wheel Drive,Flex Fuel Vehicle,1,1314,0
611,17495,9,Mercedes-Benz,Automatic,91800,Gray,Black,20,V8,Rear-Wheel Drive,Gasoline,5,1112,0
612,16888,6,Ford,Manual,64684,Black,Black,21,V6,Rear-Wheel Drive,Gasoline,12,2509,0
613,11980,6,Chevrolet,Automatic,74300,Gray,Gray,25,I4,Front-Wheel Drive,Gasoline,9,1161,0
614,17500,4,Lexus,Automatic,55539,Gray,Black,41,I4,Front-Wheel Drive,Hybrid,1,1585,0
615,19395,3,Acura,Automatic,16989,White,Black,29,I4,Front-Wheel Drive,Gasoline,16,5402,0
616,12300,7,Ford,Automatic,82428,Gray,Black,25,I4,Front-Wheel Drive,Gasoline,6,2862,0
617,38998,1,BMW,Automatic,19098,Black,Black,26,I4,All-Wheel Drive,Gasoline,9,1795,0
618,26885,2,Toyota,Automatic,14812,Black,Red,32,I4,Front-Wheel Drive,Gasoline,3,2129,0
619,26500,3,BMW,Automatic,30220,Black,Black,28,I4,Rear-Wheel Drive,Gasoline,8,1676,0
620,14900,5,Audi,Automatic,74395,Silver,Black,27,I4,Front-Wheel Drive,Gasoline,12,1213,0
621,16138,3,Chevrolet,Automatic,50500,Black,Black,31,I4,Front-Wheel Drive,Gasoline,9,657,0
622,23975,3,Mercedes-Benz,Automatic,20813,White,Black,28,I4,Rear-Wheel Drive,Gasoline,8,4464,0
623,31988,4,BMW,Automatic,34036,White,Black,21,I6,Rear-Wheel Drive,Gasoline,25,8442,0
624,17497,1,Ford,Automatic,22343,Black,Black,25,I4,All-Wheel Drive,Gasoline,1,379,0
625,16150,6,RAM,Automatic,108470,White,Black,25,V8,Front-Wheel Drive,Gasoline,3,1811,0
626,7999,10,Honda,Automatic,118644,Black,Gray,25,I4,Front-Wheel Drive,Gasoline,3,740,0
627,34995,2,Acura,Automatic,31044,Black,Black,23,I4,All-Wheel Drive,Gasoline,6,2142,0
628,9999,10,Honda,Automatic,86803,White,Black,25,I4,Front-Wheel Drive,Gasoline,2,446,0
629,15997,5,Honda,Automatic,64365,Black,Black,35,I4,Front-Wheel Drive,Gasoline,7,3334,0
630,29995,6,Chevrolet,Automatic,114698,Black,Black,19,V8,Front-Wheel Drive,Flex Fuel Vehicle,20,4892,0
631,36596,3,BMW,Automatic,27164,Black,Black,55,I4,All-Wheel Drive,Gasoline,9,3146,0
632,25975,1,Mercedes-Benz,Automatic,19700,Black,Black,25,I4,All-Wheel Drive,Gasoline,22,4325,0
633,14595,8,Audi,Automatic,60685,Silver,Black,25,I4,All-Wheel Drive,Flex Fuel Vehicle,9,2464,0
634,32968,3,BMW,Automatic,44354,Black,Black,21,I6,Rear-Wheel Drive,Gasoline,8,2288,0
635,54989,3,Mercedes-Benz,Automatic,24608,Gray,Black,23,V6,Rear-Wheel Drive,Gasoline,12,3841,0
636,9495,5,Ford,Automatic,41264,Black,Black,31,I4,Front-Wheel Drive,Flex Fuel Vehicle,3,2169,0
637,10995,9,Ford,Automatic,141104,Black,Black,16,V8,Front-Wheel Drive,Flex Fuel Vehicle,4,2288,0
638,33998,1,Honda,Automatic,11944,Gray,Black,22,V6,Front-Wheel Drive,Gasoline,9,1784,0
639,40975,4,Toyota,Automatic,61815,Black,Black,14,V8,Four-Wheel Drive,Flex Fuel Vehicle,1,3865,1
640,41494,3,Chevrolet,Automatic,43840,Black,Black,19,V8,Front-Wheel Drive,Gasoline,10,9477,0
641,22698,3,BMW,Automatic,37088,White,Black,28,I4,Rear-Wheel Drive,Gasoline,8,2884,0
642,22975,3,Mercedes-Benz,Automatic,30779,Silver,Black,28,I4,Front-Wheel Drive,Gasoline,21,3968,0
643,9995,15,Land,Automatic,87747,Black,Black,14,V8,Four-Wheel Drive,Gasoline,4,1082,1
644,12833,2,Nissan,Automatic,43811,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,5,1928,0
645,30994,3,Jeep,Automatic,31786,Red,Black,17,V6,Four-Wheel Drive,Gasoline,2,3267,0
646,14946,18,Jeep,Automatic,101856,Black,Gray,15,I6,Four-Wheel Drive,Gasoline,1,721,0
647,44997,0,Jeep,Automatic,12823,White,Black,21,V6,Four-Wheel Drive,Gasoline,10,3788,0
648,26499,5,Chevrolet,Automatic,113596,White,Black,25,V8,Four-Wheel Drive,Flex Fuel Vehicle,2,1986,0
649,18496,3,MINI,Automatic,30301,White,Black,27,I3,Front-Wheel Drive,Gasoline,4,2096,0
650,35995,0,Acura,Automatic,4212,Gray,Black,26,I4,Front-Wheel Drive,Gasoline,10,5357,0
651,15999,2,Volkswagen,Automatic,33487,White,Black,29,I4,Front-Wheel Drive,Gasoline,3,2462,0
652,11980,6,MINI,Automatic,45800,Blue,Black,32,I3,Front-Wheel Drive,Gasoline,5,5343,0
653,19900,3,Mitsubishi,Automatic,37644,White,Black,25,I4,All-Wheel Drive,Gasoline,4,2043,0
654,19597,2,Honda,Automatic,49086,Silver,Black,32,I4,Front-Wheel Drive,Gasoline,7,1390,0
655,33998,3,Lexus,Automatic,31999,Silver,Gray,25,V6,Front-Wheel Drive,Gasoline,6,1749,0
656,56999,2,Ford,Automatic,15348,Black,Black,25,V8,Four-Wheel Drive,Biodiesel,8,4151,1
657,18950,4,Toyota,Automatic,46886,Black,Black,26,I4,Front-Wheel Drive,Gasoline,6,4044,0
658,36998,2,Toyota,Automatic,36006,Black,Gray,19,V6,Four-Wheel Drive,Gasoline,7,1676,0
659,20900,8,Audi,Automatic,79516,White,Black,23,V6,All-Wheel Drive,Diesel,7,2339,0
660,17599,3,Honda,Automatic,22525,Black,Black,35,I4,Front-Wheel Drive,Gasoline,4,1455,0
661,25787,4,Lexus,Automatic,14390,Gray,Black,26,I4,Rear-Wheel Drive,Gasoline,5,2385,0
662,76300,2,Lexus,Automatic,17999,Silver,Black,15,V8,All-Wheel Drive,Gasoline,10,2546,0
663,38345,0,BMW,Automatic,1446,White,Black,30,I4,Rear-Wheel Drive,Gasoline,10,3278,0
664,15996,4,Jeep,Automatic,31942,Gray,Black,22,I4,Four-Wheel Drive,Gasoline,10,3735,0
665,8990,10,Honda,Automatic,159953,Black,Gray,19,V6,Front-Wheel Drive,Gasoline,1,3820,0
666,21899,1,Hyundai,Automatic,28188,Red,Black,23,I4,All-Wheel Drive,Gasoline,4,2368,0
667,30490,3,Mercedes-Benz,Automatic,19726,White,Black,24,I4,Rear-Wheel Drive,Gasoline,7,3548,0
668,36621,1,Lexus,Automatic,12050,Gray,Black,31,I4,All-Wheel Drive,Hybrid,11,4090,0
669,25499,3,Honda,Automatic,38150,Black,Black,26,I4,Front-Wheel Drive,Gasoline,10,3445,0
670,48498,3,Mercedes-Benz,Automatic,35027,White,Black,19,V6,All-Wheel Drive,Gasoline,14,4601,0
671,29990,4,BMW,Automatic,45000,Black,Black,24,I6,Rear-Wheel Drive,Gasoline,14,1134,0
672,13994,4,Chevrolet,Automatic,86220,Black,Black,23,V6,Front-Wheel Drive,Flex Fuel Vehicle,3,2324,0
673,8799,6,Hyundai,Automatic,68485,Red,Black,32,I4,Front-Wheel Drive,Gasoline,1,856,0
674,28888,3,Acura,Automatic,30433,Black,Black,24,V6,Front-Wheel Drive,Gasoline,9,4577,1
675,27598,3,Audi,Automatic,28695,Black,Black,24,I4,All-Wheel Drive,Gasoline,5,2621,0
676,28798,3,Land,Automatic,40478,White,Black,25,I4,All-Wheel Drive,Gasoline,3,1633,0
677,12990,4,Chevrolet,Automatic,84367,Gray,Black,25,I4,Front-Wheel Drive,Gasoline,4,2482,0
678,58999,2,Mercedes-Benz,Automatic,10501,Silver,Black,23,V6,Rear-Wheel Drive,Gasoline,6,2624,0
679,23800,8,Ford,Automatic,24149,White,Black,25,V8,Front-Wheel Drive,Flex Fuel Vehicle,6,816,0
680,33591,2,Lexus,Automatic,11480,Black,Black,26,V6,Front-Wheel Drive,Gasoline,6,3197,1
681,17633,8,Jeep,Automatic,193374,Black,Black,17,V6,Four-Wheel Drive,Gasoline,6,937,1
682,16497,1,Mitsubishi,Automatic,23140,White,Black,27,I4,Front-Wheel Drive,Gasoline,3,352,0
683,18998,4,INFINITI,Automatic,47951,Blue,Black,28,I4,Front-Wheel Drive,Gasoline,4,1662,0
684,30990,3,Jeep,Automatic,24927,White,Black,20,V6,Four-Wheel Drive,Gasoline,1,3625,0
685,50202,1,Cadillac,Automatic,5226,Black,Black,20,V6,Four-Wheel Drive,Gasoline,3,2033,1
686,18350,4,Toyota,Automatic,36162,Silver,Black,26,I4,Front-Wheel Drive,Gasoline,3,4043,0
687,32598,2,Honda,Automatic,3904,Black,Black,22,V6,Front-Wheel Drive,Gasoline,12,4377,0
688,15402,4,Mazda,Automatic,40453,Red,Black,30,I4,Front-Wheel Drive,Gasoline,4,3253,0
689,61900,3,BMW,Automatic,13539,Black,Black,20,V8,Rear-Wheel Drive,Gasoline,19,3226,0
690,34998,3,Mercedes-Benz,Automatic,10858,Gray,Black,25,I4,Rear-Wheel Drive,Gasoline,10,1784,0
691,19995,1,Toyota,Automatic,12652,Silver,Black,28,I4,Front-Wheel Drive,Gasoline,1,1909,0
692,15295,3,Honda,Automatic,74597,Black,Black,35,I4,Front-Wheel Drive,Gasoline,9,3685,0
693,9709,4,Kia,Manual,64690,Red,Black,29,I4,Front-Wheel Drive,Gasoline,9,1544,0
694,43988,4,Chevrolet,Automatic,36167,Black,Black,25,V8,Four-Wheel Drive,Flex Fuel Vehicle,22,10574,0
695,32495,6,Porsche,Automatic,46395,Black,Black,25,V6,All-Wheel Drive,Gasoline,6,545,1
696,27975,4,BMW,Automatic,21381,Blue,Black,28,I4,Rear-Wheel Drive,Gasoline,22,4351,0
697,42998,2,Chevrolet,Automatic,6150,Gray,Black,20,V8,Rear-Wheel Drive,Gasoline,7,1741,0
698,38999,3,Mercedes-Benz,Automatic,34894,Gray,Black,22,V6,Rear-Wheel Drive,Gasoline,14,2462,0
699,19950,5,Chevrolet,Automatic,39549,Black,Black,26,I4,Rear-Wheel Drive,Gasoline,5,3004,1
700,32980,3,Jaguar,Automatic,22591,Black,Black,24,I4,All-Wheel Drive,Gasoline,11,2963,0
701,28600,3,BMW,Automatic,32364,Black,Black,28,I4,Rear-Wheel Drive,Gasoline,6,2119,0
702,11995,3,Volkswagen,Automatic,50260,Black,Black,32,I4,Front-Wheel Drive,Gasoline,5,929,1
703,24995,1,Nissan,Automatic,9570,Black,Black,29,I4,Front-Wheel Drive,Gasoline,12,2610,1
704,32991,3,GMC,Automatic,47233,White,Red,25,V6,Front-Wheel Drive,Gasoline,5,2816,0
705,28751,2,Lexus,Automatic,19782,White,Black,39,I4,All-Wheel Drive,Hybrid,2,2605,0
706,33500,2,BMW,Automatic,13745,Black,Black,26,I4,Rear-Wheel Drive,Gasoline,7,2755,0
707,36599,2,Toyota,Automatic,27047,Red,Black,25,V6,Four-Wheel Drive,Gasoline,2,2553,0
708,16999,6,Ford,Automatic,108383,Silver,Black,18,V6,Front-Wheel Drive,Gasoline,3,131,0
709,24969,2,Honda,Automatic,9188,White,Black,48,I4,Front-Wheel Drive,Hybrid,6,1836,0
710,114999,8,Ferrari,Manual,14000,Black,Red,25,V8,Rear-Wheel Drive,Gasoline,10,4546,0
711,19400,5,Dodge,Automatic,51481,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,8,2974,1
712,24997,3,BMW,Automatic,14963,Gray,Black,26,I4,All-Wheel Drive,Gasoline,7,2791,0
713,92998,1,Chevrolet,Automatic,4944,White,Red,20,V8,Rear-Wheel Drive,Gasoline,7,1603,0
714,12495,6,Ford,Automatic,77469,Silver,Black,38,I4,Front-Wheel Drive,Gasoline,5,4171,0
715,26970,3,BMW,Automatic,23660,Blue,Black,28,I4,Rear-Wheel Drive,Gasoline,11,2685,0
716,15987,4,Buick,Automatic,25326,Black,Black,28,I4,Front-Wheel Drive,Gasoline,6,4511,1
717,29998,3,Mercedes-Benz,Automatic,24901,White,Black,24,I4,Rear-Wheel Drive,Gasoline,8,3697,0
718,15995,8,Ford,Automatic,81667,Black,Black,25,V6,Front-Wheel Drive,Gasoline,3,901,0
719,29998,1,Nissan,Automatic,7960,White,Black,23,V6,Front-Wheel Drive,Gasoline,12,4727,0
720,9995,10,Jeep,Automatic,112945,Black,Gray,19,V6,Front-Wheel Drive,Gasoline,1,2182,1
721,31996,2,Ford,Automatic,16402,White,Black,25,I4,Front-Wheel Drive,Gasoline,8,2466,0
722,76998,1,GMC,Automatic,11205,Black,Black,25,V8,Four-Wheel Drive,Biodiesel,8,5070,0
723,13888,6,Toyota,Automatic,38547,Silver,Black,32,I4,Front-Wheel Drive,Gasoline,4,2532,0
724,19130,1,Mitsubishi,Automatic,30690,Black,Black,25,I4,Front-Wheel Drive,Gasoline,10,3219,0
725,7995,6,Hyundai,Automatic,81069,Red,Black,32,I4,Front-Wheel Drive,Gasoline,1,3936,0
726,36500,4,Toyota,Automatic,54633,Gray,Black,18,V6,All-Wheel Drive,Gasoline,9,3475,0
727,45995,1,Cadillac,Automatic,2039,Black,Black,21,V6,Four-Wheel Drive,Gasoline,16,3551,1
728,19296,4,BMW,Automatic,25638,White,Black,27,I4,Rear-Wheel Drive,Gasoline,7,2325,0
729,5999,13,Volvo,Automatic,122191,Gray,Black,25,I6,Front-Wheel Drive,Gasoline,1,1260,0
730,17390,1,Nissan,Automatic,40300,White,Black,29,I4,Front-Wheel Drive,Gasoline,6,5327,0
731,14590,4,Ford,Automatic,30863,Black,Black,25,I4,Front-Wheel Drive,Gasoline,3,2386,1
732,14994,6,Jeep,Automatic,104295,Black,Black,20,V6,Front-Wheel Drive,Gasoline,3,2820,0
733,22666,4,Mercedes-Benz,Automatic,34471,Black,Black,28,I4,Front-Wheel Drive,Gasoline,10,3009,0
734,43595,3,Volvo,Automatic,21782,Gray,Black,26,I4,All-Wheel Drive,Gasoline,6,2978,0
735,15995,4,Toyota,Automatic,46330,Silver,Black,28,I4,Front-Wheel Drive,Gasoline,7,910,0
736,19950,3,Toyota,Automatic,31984,Silver,Black,54,I4,Front-Wheel Drive,Gasoline,5,2244,0
737,31494,3,Genesis,Automatic,37812,Gray,Black,20,V6,Rear-Wheel Drive,Gasoline,15,2513,0
738,46900,1,RAM,Automatic,30210,White,Black,17,V8,Four-Wheel Drive,Gasoline,3,2452,0
739,16975,1,Toyota,Automatic,29058,White,Gray,33,I4,Front-Wheel Drive,Gasoline,13,3366,0
740,12999,3,Nissan,Automatic,36972,Black,Black,25,I4,Front-Wheel Drive,Gasoline,4,3492,0
741,31190,3,Jeep,Automatic,27649,Black,Black,20,V6,Four-Wheel Drive,Gasoline,1,3618,1
742,12465,7,Honda,Automatic,84055,Black,White,31,I4,Front-Wheel Drive,Gasoline,1,5131,1
743,21467,2,Chrysler,Automatic,27782,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,22,2802,0
744,19599,2,Honda,Automatic,35578,Black,Black,32,I4,Front-Wheel Drive,Gasoline,4,1186,0
745,24897,3,Honda,Automatic,28497,Gray,Black,30,I4,Front-Wheel Drive,Gasoline,10,3575,0
746,17995,11,Cadillac,Automatic,123342,Silver,Black,25,V8,All-Wheel Drive,Flex Fuel Vehicle,20,4983,0
747,23698,2,MINI,Automatic,11443,Gray,White,28,I4,Front-Wheel Drive,Gasoline,4,2118,0
748,8795,9,MINI,Automatic,94308,Black,Black,29,I4,Front-Wheel Drive,Gasoline,12,4547,0
749,10929,7,Honda,Automatic,114102,Black,Black,26,I4,Front-Wheel Drive,Gasoline,1,4974,1
750,35888,2,Volvo,Automatic,44585,Black,Black,23,I4,All-Wheel Drive,Gasoline,14,2506,0
751,27266,3,Chevrolet,Automatic,72339,White,Black,22,V6,Front-Wheel Drive,Gasoline,11,3414,0
752,21998,3,Mazda,Automatic,53150,Silver,Black,26,I4,All-Wheel Drive,Gasoline,7,1718,0
753,14595,8,Mercedes-Benz,Automatic,78484,Blue,Black,25,V6,Rear-Wheel Drive,Gasoline,11,4044,0
754,21996,6,Lexus,Automatic,42533,White,Black,24,I4,Front-Wheel Drive,Gasoline,6,5073,0
755,8999,10,Audi,Automatic,105142,Black,Black,25,I4,Front-Wheel Drive,Gasoline,4,829,0
756,39593,2,Nissan,Automatic,26630,Red,Black,17,V8,Four-Wheel Drive,Gasoline,27,2080,0
757,39988,2,Dodge,Automatic,16988,White,Black,19,V8,Rear-Wheel Drive,Gasoline,10,4977,0
758,13600,7,Audi,Automatic,95761,White,Black,25,I4,All-Wheel Drive,Flex Fuel Vehicle,5,4530,0
759,23498,2,Nissan,Automatic,35632,Gray,Black,25,V6,Front-Wheel Drive,Gasoline,5,1690,0
760,8988,8,Volkswagen,Automatic,41051,Gray,Black,27,I5,Front-Wheel Drive,Gasoline,1,1529,0
761,29975,4,Lexus,Automatic,24928,White,Black,25,V6,Front-Wheel Drive,Gasoline,9,4987,0
762,35991,3,Lexus,Automatic,23240,Black,Black,23,V6,Front-Wheel Drive,Gasoline,3,4460,1
763,31950,5,Dodge,Automatic,40813,White,Black,19,V8,Rear-Wheel Drive,Gasoline,12,4044,0
764,16975,6,Lexus,Automatic,50763,Gray,Gray,41,I4,Front-Wheel Drive,Hybrid,20,3859,0
765,8999,3,Nissan,Automatic,98457,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,2,2893,0
766,64999,1,Mercedes-Benz,Automatic,13424,White,Black,27,I6,Rear-Wheel Drive,Gasoline,15,2601,0
767,26498,1,Nissan,Automatic,5737,Black,Black,28,I4,All-Wheel Drive,Gasoline,11,4652,0
768,11990,5,Honda,Automatic,97000,Red,Black,34,I4,Front-Wheel Drive,Gasoline,7,1122,0
769,24988,2,Dodge,Automatic,35969,White,Black,23,V6,Rear-Wheel Drive,Gasoline,3,1715,0
770,7999,11,Toyota,Automatic,99630,Black,Black,25,I4,Front-Wheel Drive,Gasoline,2,724,0
771,26950,3,Mercedes-Benz,Automatic,32063,White,Black,24,I4,Rear-Wheel Drive,Gasoline,8,3450,0
772,9514,3,Kia,Automatic,98618,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,5,5768,0
773,25398,2,Toyota,Automatic,34105,Black,Black,23,V6,Front-Wheel Drive,Gasoline,9,1669,0
774,16400,5,Honda,Automatic,32389,Gray,Gray,35,I4,Front-Wheel Drive,Gasoline,7,2292,0
775,37496,0,BMW,Automatic,5836,White,Black,30,I4,Rear-Wheel Drive,Gasoline,8,974,0
776,17961,1,Chevrolet,Automatic,37631,Red,Black,32,I4,Front-Wheel Drive,Gasoline,5,2859,0
777,24995,7,Toyota,Automatic,101620,Black,Black,18,V6,Front-Wheel Drive,Gasoline,9,2347,0
778,22588,1,Ford,Automatic,17675,Blue,Black,28,I3,All-Wheel Drive,Gasoline,6,2566,0
779,11490,4,Nissan,Automatic,57000,Gray,Black,32,I4,Front-Wheel Drive,Gasoline,7,1124,0
780,11299,2,Ford,Automatic,39649,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,2,2180,0
781,10299,10,Honda,Automatic,80000,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,3,1111,0
782,17999,8,Porsche,Automatic,101208,Black,Black,19,V6,All-Wheel Drive,Gasoline,3,968,0
783,34998,2,Mercedes-Benz,Automatic,12043,White,Black,24,I4,All-Wheel Drive,Gasoline,7,1724,0
784,23995,3,Acura,Automatic,31277,Silver,Black,25,V6,Front-Wheel Drive,Gasoline,14,6538,0
785,16988,5,Subaru,Manual,59808,Silver,Black,26,H4,All-Wheel Drive,Gasoline,4,1810,0
786,8999,8,Toyota,Automatic,104097,Red,Gray,49,I4,Front-Wheel Drive,Hybrid,3,933,0
787,19990,5,Honda,Automatic,22600,Black,Black,29,I4,Front-Wheel Drive,Gasoline,6,4666,0
788,61995,1,GMC,Automatic,9905,Black,Black,23,I6,Four-Wheel Drive,Diesel,16,4660,0
789,48998,1,Chevrolet,Automatic,5528,Gray,Black,27,I6,Front-Wheel Drive,Diesel,6,1677,0
790,21995,3,Ford,Automatic,61260,Black,Black,24,I4,Rear-Wheel Drive,Gasoline,15,4985,0
791,26195,2,Chevrolet,Automatic,39165,Black,Black,21,V6,Front-Wheel Drive,Gasoline,12,3840,1
792,17999,2,Toyota,Automatic,35197,Silver,Black,28,I4,Front-Wheel Drive,Gasoline,5,1233,0
793,12299,5,Toyota,Automatic,62000,Black,Black,33,I4,Front-Wheel Drive,Gasoline,7,1092,0
794,14588,5,Honda,Automatic,71145,Blue,Black,31,I4,Front-Wheel Drive,Gasoline,5,5275,0
795,20000,3,Nissan,Automatic,25500,Blue,Black,24,V6,Front-Wheel Drive,Gasoline,5,1944,0
796,25988,3,BMW,Automatic,29145,White,Black,28,I4,Rear-Wheel Drive,Gasoline,24,7522,0
797,36499,1,Jeep,Automatic,31481,Silver,Black,19,V6,Four-Wheel Drive,Gasoline,2,2325,0
798,16494,3,Buick,Automatic,20693,White,Black,25,I4,Front-Wheel Drive,Gasoline,4,2642,0
799,36999,7,Mercedes-Benz,Automatic,57159,Black,Black,25,V8,Rear-Wheel Drive,Gasoline,7,2656,0
800,13950,6,Toyota,Automatic,99415,White,Black,27,I4,Front-Wheel Drive,Gasoline,2,3899,0
801,24055,1,Toyota,Automatic,25987,White,Black,30,I4,All-Wheel Drive,Gasoline,8,2815,0
802,15395,4,Honda,Automatic,72279,Black,Black,36,I4,Front-Wheel Drive,Gasoline,8,4536,1
803,66900,3,BMW,Automatic,21504,Gray,Silver,16,V8,Rear-Wheel Drive,Gasoline,18,2734,0
804,27495,2,Acura,Automatic,21737,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,10,5753,0
805,41999,6,RAM,Automatic,56281,Gray,Black,25,I6,Front-Wheel Drive,Diesel,4,2273,0
806,11900,4,Ford,Automatic,49311,Silver,Black,30,I4,Front-Wheel Drive,Flex Fuel Vehicle,9,1261,0
807,53990,3,Land,Automatic,35781,Black,Black,20,V6,All-Wheel Drive,Gasoline,10,2140,1
808,19967,2,Honda,Automatic,10942,Black,Black,30,I4,Front-Wheel Drive,Gasoline,7,2267,1
809,22999,2,Nissan,Automatic,50638,Silver,Black,25,V6,Front-Wheel Drive,Gasoline,2,2034,0
810,16703,5,Toyota,Automatic,34799,Black,Black,29,I4,Front-Wheel Drive,Gasoline,6,579,0
811,27591,2,Lexus,Automatic,30281,Black,Black,24,I4,Front-Wheel Drive,Gasoline,3,4309,1
812,22698,3,BMW,Automatic,22846,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,3,2386,0
813,20988,5,Cadillac,Automatic,47713,Silver,Black,20,V6,Front-Wheel Drive,Gasoline,15,11272,0
814,50936,2,Toyota,Automatic,23976,White,Black,14,V8,Four-Wheel Drive,Gasoline,9,5708,0
815,41554,0,BMW,Automatic,1252,Black,Black,30,I4,Rear-Wheel Drive,Gasoline,11,3485,0
816,16900,8,INFINITI,Automatic,86500,Gray,Black,20,V6,Rear-Wheel Drive,Gasoline,10,1468,0
817,8490,8,Toyota,Automatic,105314,Black,Black,29,I4,Front-Wheel Drive,Gasoline,2,389,1
818,8099,9,Honda,Automatic,120911,Gray,Black,32,I4,Front-Wheel Drive,Gasoline,1,606,0
819,20900,2,Nissan,Automatic,21095,Gray,Black,28,I4,Front-Wheel Drive,Gasoline,3,1725,0
820,8999,11,BMW,Automatic,91602,Blue,Black,25,I6,Rear-Wheel Drive,Gasoline,2,839,0
821,20975,2,Honda,Automatic,23701,Black,Black,33,I4,Front-Wheel Drive,Gasoline,11,3283,0
822,40690,2,Chevrolet,Manual,10671,White,Black,19,V8,Rear-Wheel Drive,Gasoline,5,4893,0
823,56997,3,Mercedes-Benz,Automatic,39094,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,15,2857,0
824,34900,3,BMW,Automatic,38668,White,Black,21,I6,Rear-Wheel Drive,Gasoline,26,2287,0
825,46995,0,Cadillac,Automatic,2146,Black,Black,22,V6,Front-Wheel Drive,Gasoline,12,3184,1
826,59104,1,Mercedes-Benz,Automatic,8340,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,8,5874,0
827,22950,2,Nissan,Automatic,29445,Silver,Black,19,V6,Front-Wheel Drive,Gasoline,3,2041,0
828,19695,3,Acura,Automatic,36189,Silver,Black,29,I4,Front-Wheel Drive,Gasoline,9,5708,0
829,24179,1,Ford,Automatic,32069,Gray,Black,24,I4,All-Wheel Drive,Gasoline,8,2720,0
830,18097,2,Toyota,Automatic,10095,Black,Black,31,I4,Front-Wheel Drive,Gasoline,2,1986,1
831,37996,0,BMW,Automatic,4655,White,Black,30,I4,Rear-Wheel Drive,Gasoline,8,974,0
832,33900,3,BMW,Automatic,22742,White,Black,25,I4,All-Wheel Drive,Gasoline,3,2478,0
833,23610,2,Nissan,Automatic,35005,Gray,Black,25,V6,Front-Wheel Drive,Gasoline,5,1690,0
834,19850,5,Dodge,Automatic,46440,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,6,3350,1
835,13999,3,Mazda,Automatic,76019,Blue,Black,31,I4,Front-Wheel Drive,Gasoline,6,4996,0
836,24159,1,GMC,Automatic,30081,Gray,Gray,26,I4,Four-Wheel Drive,Gasoline,9,3560,0
837,25495,4,Lexus,Automatic,46870,Black,Black,25,V6,Front-Wheel Drive,Gasoline,9,4975,0
838,42975,3,Jaguar,Automatic,24874,Black,Black,20,V6,All-Wheel Drive,Gasoline,21,4894,0
839,54754,4,Mercedes-Benz,Automatic,27017,Silver,Black,21,V8,Rear-Wheel Drive,Gasoline,14,5065,0
840,19490,5,Mercedes-Benz,Automatic,82000,Silver,Black,24,V6,Rear-Wheel Drive,Gasoline,11,1168,0
841,12999,2,Chevrolet,Automatic,28852,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,4,1384,0
842,10399,8,Honda,Automatic,92000,Black,Black,32,I4,Front-Wheel Drive,Gasoline,1,1050,0
843,28998,2,Lexus,Automatic,30173,Silver,Black,22,V6,All-Wheel Drive,Gasoline,5,1661,0
844,19400,5,Cadillac,Automatic,65650,Blue,Black,20,V6,Front-Wheel Drive,Gasoline,9,1243,0
845,44888,2,Ford,Automatic,39505,Black,Black,21,V6,Front-Wheel Drive,Gasoline,9,3235,0
846,22975,2,Ford,Automatic,11822,White,Black,23,I4,Rear-Wheel Drive,Gasoline,5,3414,0
847,32000,2,Lexus,Automatic,7359,Gray,Black,24,I4,Front-Wheel Drive,Gasoline,16,6955,0
848,18900,3,Acura,Automatic,15405,Black,Black,25,I4,Front-Wheel Drive,Gasoline,2,1186,0
849,23296,3,Mercedes-Benz,Automatic,40223,White,Black,28,I4,Rear-Wheel Drive,Gasoline,10,2665,0
850,7999,10,BMW,Automatic,90473,Gray,Black,22,I6,Rear-Wheel Drive,Gasoline,6,1603,0
851,36997,3,Mercedes-Benz,Automatic,24011,White,Black,25,I4,Rear-Wheel Drive,Gasoline,11,4260,0
